address,databaseID,price,bedrooms,bathroom,sqft,zip,lat,lng,ancherRating,jamesRating
91-Leach-Point-Rd-Perry-ME-04667,5e67ec472a4cdf440c947c63,335000,3,2,1750,4667,44.942835,-67.0986391},,
4433-Arlington-Park-Dr-Lakeland-FL-33801,5e75b552f8e7454e6074d04f,58500,2,2,1600,33801,28.0565251,-81.8700214,medium,unsure
8-Rocky-Ledge-Ln-Perry-ME-04667,5e691e830fd4a260ac08cd7a,83569,2,1,504,4667,44.982601,-67.0676916},,
4516-Arlington-Park-Dr-Lakeland-FL-33801,5e75b430f8e7454e6074d048,53200,2,2,1540,33801,28.055759,-81.8676849,medium,medium
1505-Schalamar-Creek-Dr-880-Lakeland-FL-33801,5e75a4e9f8e7454e6074cff5,49900,3,2,1344,33801,28.0653531,-81.8657561,medium,medium
1920-Griffins-Green-Dr-Bartow-FL-33830,5e76ac7310ae64470815743c,224025,3,2,1808,33830,27.9254034,-81.87256579999999},,
4375-Dirkshire-Loop-860-Lakeland-FL-33801,5e75a878f8e7454e6074d009,54900,2,2,1708,33801,28.0657079,-81.8711541,medium,medium
4622-Alpine-Dr-247-Lakeland-FL-33801,5e75b2ecf8e7454e6074d040,54900,2,2,1232,33801,28.0580683,-81.8664421,medium,medium
206-San-Saba-St-Mission-TX-78572,5e7ba95accaa4a3ba0beb143,215000,3,5,2740,78572,26.1849151,-98.2920578,medium,unsure
1066-Buckingham-Dr-A-Manchester-NJ-08759,5e69211bb03c11406ca6c3a2,159900,2,2,1474,8759,40.003783,-74.287361,rich,rich
1102A-Thornbury-Ln-Manchester-NJ-08759,5e6920eeb03c11406ca6c3a1,205000,2,3,1479,8759,40.00256,-74.287771,useless,useless
137-137B-Azalea-Dr-Manchester-Township-NJ-08759,5e6920a2b03c11406ca6c39f,39900,2,1,797,8759,39.9420057,-74.3527811,poor,poor
4631-Crestwicke-Dr-407-Lakeland-FL-33801,5e75b511f8e7454e6074d04e,54000,2,2,1344,33801,28.0621802,-81.865705,medium,medium
4754-Devonwood-Ct-Lakeland-FL-33801,5e75aafaf8e7454e6074d019,45000,2,2,1336,33801,28.06772,-81.8656025,medium,medium
2113-Kingfisher-Ln-Mission-TX-78572,5e7bca62ccaa4a3ba0beb1e3,213900,2,2,1152,78572,26.1901036,-98.3724098,medium,medium
27250-Coach-Light-Ln-New-Caney-TX-77357,5e76ac9f10ae64470815743d,70000,3,2,1216,77357,30.1551672,-95.1443581,useless,useless
37B-Arizona-Ave-Whiting-NJ-08759,5e69219fb03c11406ca6c3a5,57900,1,1,--,8759,39.9480575,-74.4039955,poor,poor
4556-Dublin-Pl-507-Lakeland-FL-33801,5e75b023f8e7454e6074d032,49900,2,2,1456,33801,28.0650058,-81.8670532,medium,medium
1392-Deverly-Dr-331-Lakeland-FL-33801,5e75b48af8e7454e6074d04a,47900,2,2,1344,33801,28.0625149,-81.8690918,medium,medium
4437-Applegate-Dr-Lakeland-FL-33801,5e75acd4f8e7454e6074d024,26000,2,2,1128,33801,28.0565474,-81.8691578,poor,unsure
4535-Us-92-East-Lot-23-Lakeland-FL-33801,5e75ae5af8e7454e6074d02b,13500,2,1,--,33801,28.0467407,-81.8671961,unsure,poor
2014-Kiskadee-Ln-Mission-TX-78572,5e7bcb18ccaa4a3ba0beb1e7,212057,3,2,2065,78572,26.1925388,-98.3741412,medium,unsure
2464-Huckleberry-Rd-Manchester-NJ-08759,5e6923c6b03c11406ca6c3b0,249900,3,1,1248,8759,40.033661,-74.259542,rich,rich
4580-Duffer-Pl-LOT-525-Lakeland-FL-33801,5e75ad82f8e7454e6074d026,44900,2,2,1176,33801,28.0655636,-81.8671049,medium,medium
3507-Oriole-Dr-Mission-TX-78572,5e7bb657ccaa4a3ba0beb183,211955,3,3,2241,78572,26.1921379,-98.3717979,medium,unsure
4260-N-Roosevelt-St-Kingman-AZ-86409,5e79587b1f19d194c8a0228c,127946,2,1,1600,86409,35.2474068,-114.0179753},,
705B-Liverpool-Cir-Manchester-NJ-08759,5e69256cb03c11406ca6c3ba,149000,2,2,1602,8759,40.0070819,-74.27885,medium,unsure
14-Beaver-Ave-Whiting-NJ-08759,5e692480b03c11406ca6c3b4,83660,3,2,1142,8759,39.948398,-74.3250835,poor,medium
1470-Crooked-Stick-Loop-489-Lakeland-FL-33801,5e75a779f8e7454e6074d004,44500,2,2,1232,33801,28.0640363,-81.8658176,medium,medium
4445-Arlington-Park-Dr-105-Lakeland-FL-33801,5e75b3ddf8e7454e6074d045,38500,2,2,1232,33801,28.0561427,-81.8702038,medium,medium
4471-Arlington-Park-Dr-Lakeland-FL-33801,5e75ac75f8e7454e6074d023,36600,2,2,1744,33801,28.0554504,-81.8696535,medium,medium
45-Kingfisher-Way-Whiting-NJ-08759,5e69263fb03c11406ca6c3bf,83000,3,2,1152,8759,39.9570773,-74.3155147,poor,medium
67-Beaver-Ave-Whiting-NJ-08759,5e6925ddb03c11406ca6c3bd,21000,2,2,1152,8759,39.9515536,-74.3226646,poor,poor
1314-Deverly-Dr-318-Lakeland-FL-33801,5e75a9bdf8e7454e6074d010,35000,3,2,1512,33801,28.0609567,-81.8673674,medium,unsure
1526-Crooked-Stick-Loop-546-Lakeland-FL-33801,5e75aa67f8e7454e6074d015,27000,2,2,1064,33801,28.0645692,-81.8654015,unsure,unsure
944-Reynolds-Rd-LOT-69-Lakeland-FL-33801,5e75b30ff8e7454e6074d041,26900,2,2,--,33801,28.0318472,-81.8907824,poor,unsure
3505-Santa-Sofia-Ct-Mission-TX-78572,5e7bb0d7ccaa4a3ba0beb166,210000,4,3,3097,78572,26.1670047,-98.2935973,medium,medium
3000-San-Angelo-St-Mission-TX-78572,5e7bae49ccaa4a3ba0beb159,198500,4,3,3093,78572,26.1595814,-98.301197,poor,medium
392-Fairway-Ln-UNIT-B-Manchester-Township-NJ-08759,5e6928ceb03c11406ca6c3cb,65000,2,2,1000,8759,39.9393594,-74.3448114,poor,unsure
944-Reynolds-Rd-LOT-281-Lakeland-FL-33801,5e75ad2cf8e7454e6074d025,15900,2,1,767,33801,28.0318472,-81.8907824,unsure,unsure
2442-Winnipeg-Dr-Lakeland-FL-33805,5e7908211f19d194c8a02112,330000,4,3,2965,33805,28.1208581,-81.9146234,rich,rich
2383-Sebago-Dr-Lakeland-FL-33805,5e790b5c1f19d194c8a02123,287900,5,3,2409,33805,28.1252322,-81.9119762,rich,rich
214-Driftwood-Ave-Mission-TX-78572,5e7bb515ccaa4a3ba0beb17c,207900,3,4,1795,78572,26.2025588,-98.2816244,medium,medium
44-Berkshire-Rd-Whiting-NJ-08759,5e692bfcb03c11406ca6c3d8,179900,2,2,1568,8759,39.960972,-74.3257308,rich,rich
14-Ardmore-St-61-Whiting-NJ-08759,5e692b57b03c11406ca6c3d6,174900,2,2,2000,8759,39.9574435,-74.3461234,rich,useless
5151-Spanish-Oaks-Dr-Lakeland-FL-33805,5e7915f01f19d194c8a0215c,275590,5,2.5,2904,33805,28.1094351,-81.9226397,rich,rich
2325-Caspian-Dr-Lakeland-FL-33805,5e790baf1f19d194c8a02125,227900,4,3,1823,33805,28.127306,-81.9215858,rich,rich
4802-Joyce-Dr-Lakeland-FL-33805,5e790a5d1f19d194c8a0211f,199950,3,2,1378,33805,28.1048378,-81.9370925,rich,rich
1118-Gilmore-Ave-Lakeland-FL-33805,5e790c111f19d194c8a02127,180000,3,3,1486,33805,28.0575588,-81.9514341,rich,rich
2307-Summer-Breeze-Rd-Mission-TX-78572,5e7b993cccaa4a3ba0beb0eb,198000,3,4,2499,78572,26.2225609,-98.2846816,medium,medium
66-3rd-St-Manchester-NJ-08759,5e692d00b03c11406ca6c3de,109900,2,--,--,8759,39.9988314,-74.2782918,poor,useless
2325-Geneva-Dr-Lakeland-FL-33805,5e790e461f19d194c8a02133,229700,3,2,1920,33805,28.1222482,-81.9112546,rich,rich
2962-Delrose-Dr-N-Lakeland-FL-33805,5e790e6f1f19d194c8a02134,209900,3,2,1188,33805,28.0768494,-81.9008379,rich,rich
6234-Manitoba-Dr-Lakeland-FL-33805,5e9d67ae590ccc52909b8c6c,197900,3,2,1442,33805,28.1249796,-81.9209302,rich,rich
922-Eugene-St-Indianapolis-IN-46208,5e77b8ec787afc10085017fb,12000,--,--,1920,46208,39.8094008,-86.1764563,useless,useless
10-Knoll-Cir-Manchester-NJ-08759,5e692eb0b03c11406ca6c3e7,295000,2,2,1882,8759,40.020945,-74.291073,unsure,rich
243B-Columbine-Ave-Whiting-NJ-08759,5e692f34b03c11406ca6c3ea,33900,2,1,--,8759,39.9489387,-74.364486,poor,unsure
1116-Gilmore-Ave-Lakeland-FL-33805,5e790f011f19d194c8a02137,180000,3,3,1486,33805,28.057484,-81.951482,rich,rich
949-Augusta-St-Lakeland-FL-33805,5e790e901f19d194c8a02135,174999,3,2,1518,33805,28.057962,-81.968992,useless,useless
4724-Kanoy-Dr-Lakeland-FL-33805,5e79164c1f19d194c8a0215e,163995,3,2,1386,33805,28.1045811,-81.9350462,useless,useless
705-E-Valencia-St-Lakeland-FL-33805,5e7912c91f19d194c8a0214c,134900,3,1,828,33805,28.0668661,-81.950903,medium,medium
44A-Columbus-Blvd-Whiting-NJ-08759,5e692f75b03c11406ca6c3ec,35000,2,1,--,8759,39.9579731,-74.3617251,poor,poor
8-Henley-Cir-Manchester-NJ-08759,5e692ff2b03c11406ca6c3ef,247500,2,2,1678,8759,40.0392398,-74.2746704,rich,rich
1210-Monterey-Way-Lakeland-FL-33805,5e790a081f19d194c8a0211d,179900,3,2,2077,33805,28.0602472,-81.9511161,unsure,rich
1804-Bellgrove-St-Lakeland-FL-33805,5e7908c41f19d194c8a02116,160000,3,1,1190,33805,28.068897,-81.9845978,useless,useless
512-W-Crescent-Dr-Lakeland-FL-33805,5e7908451f19d194c8a02113,154900,3,2,1462,33805,28.0886423,-81.9619091,rich,rich
522-Channing-Rd-Lakeland-FL-33805,5e7917c01f19d194c8a02166,144010,3,2,1716,33805,28.064501,-81.9523947,medium,unsure
605-N-Resplandor-St-Mission-TX-78572,5e7bacceccaa4a3ba0beb152,175000,3,2,1524,78572,26.2162236,-98.3579542,poor,unsure
185-Lincoln-Dr-Livingston-TX-77351,5e9d7b80590ccc52909b8cc9,139900,2,1,1219,77351,30.7068247,-94.8797397,unsure,unsure
717-Crevasse-St-Lakeland-FL-33805,5e7910ac1f19d194c8a02140,130000,3,1,900,33805,28.088437,-81.9647962,medium,medium
123-W-Valencia-St-Lakeland-FL-33805,5e9d67e0590ccc52909b8c6d,124900,4,2,1396,33805,28.0672154,-81.9584039,medium,medium
4683-Yacht-Ave-79-Lakeland-FL-33805,5e7914dd1f19d194c8a02156,49000,2,2,1430,33805,28.1055486,-81.9391386,unsure,unsure
712-Lake-Larch-Dr-303-Lakeland-FL-33805,5e7914431f19d194c8a02153,34900,2,2,1482,33805,28.1001761,-81.9435292,poor,unsure
7730-Villa-Rama-South-St-Mission-TX-78572,5e7bba71ccaa4a3ba0beb198,184000,4,4,2652,78572,26.2324542,-98.4155602,unsure,medium
195-Mockingbird-Way-Whiting-NJ-08759,5e69326eb03c11406ca6c400,16000,2,1,780,8759,39.9527711,-74.3153103,poor,poor
49-Clear-Lake-Rd-Whiting-NJ-08759,5e6931d0b03c11406ca6c3fb,194900,2,2,1311,8759,39.938106,-74.351124,unsure,rich
3014-Pullman-Ave-55-Lakeland-FL-33805,5e7909e01f19d194c8a0211c,32900,2,2,864,33805,28.0816114,-81.9565338,poor,poor
4524-Skiff-Ave-197-Lakeland-FL-33805,5e7913ee1f19d194c8a02152,31900,2,2,1274,33805,28.10467,-81.9411848,poor,unsure
3109-Junction-Cir-Lakeland-FL-33805,5e7913c11f19d194c8a02151,27000,3,2,984,33805,28.0840066,-81.9550798,poor,unsure
1414-N-Mockingbird-Ln-Palmview-TX-78572,5e7ba470ccaa4a3ba0beb128,167900,3,2,1885,78572,26.225085,-98.394719,unsure,unsure
1714-W-21st-St-Mission-TX-78572,5e9e8a466958536158e47d11,167000,4,3,2158,78572,26.2299354,-98.3461404,unsure,unsure
619-Cedar-Point-Dr-Livingston-TX-77351,5e795fb31f19d194c8a022a9,131999,4,2,1231,77351,30.8017395,-95.0728599,unsure,unsure
725-Lake-Larch-Dr-Lakeland-FL-33805,5e7912141f19d194c8a02147,29900,2,2,1144,33805,28.1006051,-81.9431029,unsure,unsure
4668-Yacht-Ave-Lakeland-FL-33805,5e7912371f19d194c8a02148,28500,2,2,--,33805,28.1044582,-81.939447,poor,unsure
4913-Lakeland-Harbor-Blvd-361-Lakeland-FL-33805,5e79125f1f19d194c8a02149,28000,2,2,1296,33805,28.1004073,-81.9459162,poor,unsure
3504-Santa-Olivia-St-Mission-TX-78572,5e7ba60dccaa4a3ba0beb132,164000,3,2,1943,78572,26.1681293,-98.3002266,poor,unsure
4A-Winthrop-Pl-Whiting-NJ-08759,5e693a43b03c11406ca6c427,99900,2,2,1560,8759,39.959631,-74.348049,useless,useless
36A-Mill-Rd-Whiting-NJ-08759,5e693458b03c11406ca6c40c,84500,2,2,1080,8759,39.960654,-74.327462,poor,medium
3054-Pullman-Ave-Lakeland-FL-33805,5e790d1f1f19d194c8a0212c,25000,2,2,1152,33805,28.0829992,-81.9564862,poor,unsure
4986-Lakeland-Harbor-Blvd-Lakeland-FL-33805,5e79088d1f19d194c8a02115,18000,2,2,1400,33805,28.1006436,-81.9429273,poor,unsure
357-Queen-Mary-Loop-69-Lakeland-FL-33805,5e7912821f19d194c8a0214a,18000,2,2,864,33805,28.0781609,-81.959171,poor,poor
9B-Valley-Forge-Dr-Whiting-NJ-08759,5e6935acb03c11406ca6c413,69000,2,1,1000,8759,39.9633516,-74.3683798,poor,unsure
527-Momosa-Dr-Whiting-NJ-08759,5e69360cb03c11406ca6c415,67000,2,2,1568,8759,39.944168,-74.3325154,unsure,unsure
4523-Skiff-Ave-174-Lakeland-FL-33805,5e790aa01f19d194c8a02120,17000,2,2,1152,33805,28.1046581,-81.9409009,poor,unsure
607-S-Viento-Dorado-St-Mission-TX-78572,5e7b9963ccaa4a3ba0beb0ec,163088,3,2,1917,78572,26.211948,-98.3555235,unsure,unsure
417-Greenbriar-St-Mission-TX-78572,5e7bccb4ccaa4a3ba0beb1ef,158564,3,3,2357,78572,26.2312808,-98.3841404,poor,unsure
113-N-Templo-Dorado-St-Mission-TX-78572,5e7b9db4ccaa4a3ba0beb105,155000,3,2,1418,78572,26.210288,-98.3538594,poor,unsure
419-Jupiter-St-Mission-TX-78572,5e7bc4daccaa4a3ba0beb1c7,134900,2,2,1572,78572,26.2067037,-98.3042462,poor,poor
7A-Juniper-Ln-Whiting-NJ-08759,5e69388ab03c11406ca6c41d,115000,2,2,1544,8759,39.9683326,-74.359826,medium,medium
4-Musket-Ct-A-Whiting-NJ-08759,5e693736b03c11406ca6c418,75900,2,2,1558,8759,39.9641068,-74.3731247,poor,unsure
508-S-Mina-De-Oro-St-Mission-TX-78572,5e7b98dcccaa4a3ba0beb0e8,159900,3,2,1463,78572,26.206993,-98.361013,poor,unsure
2300-N-Scenic-Hwy-Lake-Wales-FL-33898,5e9dcc04590ccc52909b8e57,2795000,5,8,7000,33898,27.9374559,-81.5965257,rich,rich
813-Travis-St-UNIT-214-Mission-TX-78572,5e7bc7e9ccaa4a3ba0beb1d7,140000,3,2,1243,78572,26.1958418,-98.3063934,poor,unsure
8990-Fm-1276-Livingston-TX-77351,5e7971101f19d194c8a022f3,95000,3,2,1488,77351,30.6280787,-94.6363197,poor,poor
32-Columbus-Blvd-D-Whiting-NJ-08759,5e693a02b03c11406ca6c425,23900,--,1,--,8759,39.9573789,-74.3656129,poor,poor
813-Travis-St-UNIT-307-Mission-TX-78572,5e7bc6d0ccaa4a3ba0beb1d1,140000,3,2,1230,78572,26.1958418,-98.3063934,poor,unsure
2244-Thornhill-Rd-Auburndale-FL-33823,5e9e94ab6958536158e47d46,369900,2,1,784,33823,28.0444485,-81.8139175,unsure,rich
441-Windwood-Dr-Livingston-TX-77351,5e79683d1f19d194c8a022d0,95000,3,2,1717,77351,30.7287895,-95.047352,poor,poor
532-Hecklers-Rd-Livingston-TX-77351,5e796f471f19d194c8a022ea,75000,2,2,1584,77351,30.7375171,-95.023126,poor,poor
671A-Buckingham-Dr-Manchester-NJ-08759,5e693b90b03c11406ca6c42e,175000,2,2,1602,8759,40.017867,-74.276194,rich,rich
0000-Fm-1314-New-Caney-TX-77357,5e76c46d10ae644708157489,4494975,--,--,--,77357,30.1979042,-95.3474415,useless,useless
112-N-Conway-Ave-Mission-TX-78572,5e7bc53bccaa4a3ba0beb1c9,132500,3,2,1317,78572,26.2071459,-98.3268642,poor,useless
21113-Kissimmee-Shores-Rd-Lake-Wales-FL-33898,5e7a8d16a0a7f0c61005f5d3,825000,3,3,4378,33898,27.848252,-81.27998,rich,rich
2712-Camino-Grande-Mission-TX-78572,5e7ba095ccaa4a3ba0beb113,95000,3,2,1096,78572,26.2090674,-98.3604151,poor,poor
932-Classic-View-Dr-Auburndale-FL-33823,5e7c0d42ccaa4a3ba0beb33a,359900,4,5,3304,33823,28.1392113,-81.8193406,rich,rich
7818-Cowboy-Ln-Mission-TX-78572,5e7bc062ccaa4a3ba0beb1af,89000,2,1,1074,78572,26.2368175,-98.4153062,poor,poor
20381-Scott-Gardner-Rd-New-Caney-TX-77357,5e76c77410ae644708157490,5908000,--,--,1995,77357,30.148461,-95.1737,useless,useless
23396-Fm-1485-Rd-New-Caney-TX-77357,5e76c99210ae644708157492,939900,2,1,1131,77357,30.14947,-95.208374,useless,useless
2160-Lake-Ariana-Blvd-Auburndale-FL-33823,5e7c00a0ccaa4a3ba0beb300,555555,4,4,3612,33823,28.0778228,-81.8104375,rich,rich
1812-Reagan-St-Mission-TX-78572,5e7ba4baccaa4a3ba0beb12a,129900,2,2,1222,78572,26.2432781,-98.4060654,unsure,unsure
507-Jupiter-St-Mission-TX-78572,5e7bbc64ccaa4a3ba0beb1a2,129900,2,2,1347,78572,26.2073957,-98.3041606,poor,unsure
19730-Heather-Ln-New-Caney-TX-77357,5e76b79b10ae644708157466,159500,5,2,2336,77357,30.1574787,-95.1461186,poor,poor
43-Greenwich-Ave-Manchester-NJ-08759,5e693e69b03c11406ca6c43f,210000,2,2,1714,8759,40.0187856,-74.2946118,rich,rich
1324-Tierra-Linda-Cir-E-Mission-TX-78572,5e7ba843ccaa4a3ba0beb13d,129000,3,2,1730,78572,26.2315078,-98.3873089,poor,unsure
211-Tecate-Dr-Mission-TX-78572,5e9e8b0a6958536158e47d14,120000,3,2,1566,78572,26.2127983,-98.3547318,poor,unsure
161-Ward-Rd-Trinity-TX-75862,5e926345d3a33e1d5c761a62,159900,3,2,1296,75862,30.9781756,-95.31824,unsure,medium
1360-Tuckerton-Ave-Whiting-NJ-08759,5e693f95b03c11406ca6c447,265739,3,1,1596,8759,39.928682,-74.3542798},,
311-Gardenia-Dr-Whiting-NJ-08759,5e693eceb03c11406ca6c442,175000,2,2,1140,8759,39.9390901,-74.3556086,rich,rich
19-Crestwood-Pkwy-C-Whiting-NJ-08759,5e693f24b03c11406ca6c444,42000,1,1,--,8759,39.9472323,-74.3482293,poor,poor
810-Hilda-St-Mission-TX-78572,5e7b991cccaa4a3ba0beb0ea,109000,3,2,1266,78572,26.2265021,-98.3331428,poor,poor
2404-E-Bogey-Dr-Mission-TX-78572,5e7b989eccaa4a3ba0beb0e7,96000,2,2,1584,78572,26.2512934,-98.4083781,poor,unsure
23947-Wild-Forest-Dr-New-Caney-TX-77357,5e76b46510ae64470815745a,599900,4,5,6018,77357,30.1870183,-95.2199389,rich,rich
463C-Chelsea-Ct-Manchester-NJ-08759,5e69405fb03c11406ca6c44b,115000,2,2,--,8759,40.011888,-74.2753539,unsure,useless
9-Oregon-Dr-Whiting-NJ-08759,5e6946dcb03c11406ca6c463,90000,2,1,968,8759,39.9502389,-74.3964906,poor,unsure
348-Magneta-Loop-Auburndale-FL-33823,5e7bfb59ccaa4a3ba0beb2e4,405000,4,3,2969,33823,28.0930416,-81.7776127,rich,rich
1800-Kennedy-St-Mission-TX-78572,5e7ba4e4ccaa4a3ba0beb12b,95000,2,2,1230,78572,26.2421646,-98.4039668,poor,poor
109-Thompson-St-ST3-Gaffney-SC-29340,5e6acb64f9e27436a4df7dcd,134900,3,2,1633,29340,35.0626679,-81.6483497},,
10-Portsmouth-St-B-Whiting-NJ-08759,5e694175b03c11406ca6c451,83900,2,1,1009,8759,39.959707,-74.348418,poor,unsure
383-Adams-View-Ln-Auburndale-FL-33823,5e7c042accaa4a3ba0beb310,386900,3,3,2292,33823,28.092325,-81.7647359,rich,rich
512-N-Francisco-Ave-Mission-TX-78572,5e9e89c76958536158e47d0e,82000,3,2,1506,78572,26.2102795,-98.3216305,poor,poor
111-S-Johnson-St-Gaffney-SC-29340,5e6acb81f9e27436a4df7dce,289000,3,3,2054,29340,35.0700203,-81.64752060000001},,
1431-W-26th-St-Indianapolis-IN-46208,5e77bbee787afc1008501809,14000,--,--,1536,46208,39.8032535,-86.188903,useless,useless
61-Hudson-Pkwy-B-Whiting-NJ-08759,5e6943e7b03c11406ca6c458,65000,2,2,--,8759,39.9549762,-74.3620936,poor,poor
1D-Swift-Cir-Whiting-NJ-08759,5e694396b03c11406ca6c457,42800,2,1,--,8759,39.9466147,-74.356814,poor,poor
30-Tulip-St-Mission-TX-78572,5e7ba665ccaa4a3ba0beb134,69500,2,2,898,78572,26.241792,-98.40585,poor,poor
218-Crescent-Ridge-Rd-Auburndale-FL-33823,5e7c0e7dccaa4a3ba0beb340,375685,4,3,3000,33823,28.1434875,-81.8061311,rich,useless
320-Magneta-Loop-Auburndale-FL-33823,5e7bfdcdccaa4a3ba0beb2f1,354900,4,3,2760,33823,28.0929022,-81.7756688,rich,rich
29-Tulip-St-Mission-TX-78572,5e7ba785ccaa4a3ba0beb13a,69500,2,2,898,78572,26.241775,-98.40573,poor,poor
807-E-21st-St-APT-10-Mission-TX-78572,5e7bb599ccaa4a3ba0beb17f,63000,2,2,816,78572,26.2262122,-98.3145578,poor,poor
503-Green-Valley-Dr-Mission-TX-78572,5e7bcc19ccaa4a3ba0beb1ec,62206,4,2,2312,78572,26.2252751,-98.3779752,poor,poor
521-Lilac-Ct-Manchester-NJ-08759,5e69460cb03c11406ca6c460,60000,1,1,1216,8759,39.9384692,-74.3448143,poor,useless
50999-Vermilion-Dr-Cass-Lake-MN-56633,5e6ac88bf9e27436a4df7dc4,378500,3,3,2736,56633,47.3908656,-94.67610669999999},,
4083-Kangas-Curve-Rd-SE-B6-Cass-Lake-MN-56633,5e6ac8c4f9e27436a4df7dc5,56900,2,2,1160,56633,47.419755,-94.630061},,
6332-156th-St-NW-Cass-Lake-MN-56633,5e6ac90cf9e27436a4df7dc6,73188,5,1,864,56633,47.3673151,-94.62065799999999},,
311-Norway-Ave-NE-Cass-Lake-MN-56633,5e6ac97bf9e27436a4df7dc7,89800,3,1,1412,56633,47.380727,-94.59973099999999},,
520-Main-St-Allen-KS-66833,5e6acaa8f9e27436a4df7dc8,79000,3,2,2225,66833,38.6565944,-96.1693497},,
425-Leavell-St-Allen-KS-66833,5e6acabff9e27436a4df7dc9,8200,2,1,1018,66833,38.6556417,-96.1716533},,
405-E-South-St-Admire-KS-66830,5e6acaf8f9e27436a4df7dca,99500,3,2,1560,66833,38.6370134,-96.0995944},,
621-Wilbur-St-Admire-KS-66830,5e6acb14f9e27436a4df7dcb,32000,2,1,1216,66833,38.6380789,-96.100298},,
123-Forest-Ln-Gaffney-SC-29340,5e6acb46f9e27436a4df7dcc,225000,3,2,2150,29340,35.0601562,-81.6624389},,
500-E-Rutledge-Ave-Gaffney-SC-29340,5e6acba7f9e27436a4df7dcf,249900,3,3,2619,29340,35.0649198,-81.6494196},,
112-Royal-Dr-Gaffney-SC-29340,5e6acbcff9e27436a4df7dd0,359900,3,3,3091,29340,35.0518619,-81.64807069999999},,
137-Nob-Hl-Gaffney-SC-29340,5e6acbf6f9e27436a4df7dd1,259900,3,3,2517,29340,34.9939344,-81.6222025},,
201-Chandler-Dr-28-Gaffney-SC-29340,5e6acc0ff9e27436a4df7dd2,117000,--,--,--,29340,35.068794,-81.6367848},,
906-S-Limestone-St-Gaffney-SC-29340,5e6acc33f9e27436a4df7dd3,111900,2,1,996,29340,35.0611955,-81.65981839999999},,
201-Chandler-Dr-APT-22C-Gaffney-SC-29340,5e6acc4bf9e27436a4df7dd4,30000,2,1,531,29340,35.0687941,-81.6367848},,
1306-S-Johnson-St-Gaffney-SC-29340,5e6acf97f9e27436a4df7ded,41000,2,1,744,29340,35.0561882,-81.6615301},,
327-Vernon-St-Gaffney-SC-29340,5e6acc94f9e27436a4df7dd5,159900,3,2,1886,29340,35.0647774,-81.644883},,
201-Chandler-Dr-APT-6A-Gaffney-SC-29340,5e6acca8f9e27436a4df7dd6,30000,2,1,701,29340,35.0687941,-81.6367848},,
201-Chandler-Dr-APT-5C-Gaffney-SC-29340,5e6accbdf9e27436a4df7dd7,30000,2,1,701,29340,35.0687941,-81.6367848},,
144-New-St-Gaffney-SC-29340,5e6accd2f9e27436a4df7dd8,39900,3,1,1000,29340,35.0650586,-81.63906209999999},,
1344-N-Limestone-St-Gaffney-SC-29340,5e6acce6f9e27436a4df7dd9,92500,2,1,864,29340,35.0856473,-81.6385485},,
203-E-3rd-St-Gaffney-SC-29340,5e6acd04f9e27436a4df7dda,107000,3,2,1580,29340,35.0804189,-81.6376496},,
404-8th-St-Gaffney-SC-29340,5e6acd26f9e27436a4df7ddb,67900,2,2,1472,29340,35.0795833,-81.6295808},,
602-College-Dr-Gaffney-SC-29340,5e6acd42f9e27436a4df7ddc,187500,5,3,2414,29340,35.063407,-81.6475619},,
3157-Union-Hwy-Gaffney-SC-29340,5e6acd5af9e27436a4df7ddd,89900,3,2,1352,29340,35.0198638,-81.6494196},,
151-Hillcrest-Dr-Gaffney-SC-29340,5e6acd79f9e27436a4df7dde,219900,3,2,1800,29340,34.9958529,-81.62281209999999},,
1740-Mckowns-Mountain-Rd-Gaffney-SC-29340,5e6acd9ef9e27436a4df7ddf,329900,3,2,1750,29340,35.024498,-81.500743},,
195-Hillcrest-Dr-Gaffney-SC-29340,5e6acdb6f9e27436a4df7de0,218000,3,2,1611,29340,34.995838,-81.6202661},,
133-Tansi-Trl-Gaffney-SC-29340,5e6acdc5f9e27436a4df7de1,165000,3,2,1311,29340,35.0154913,-81.63024639999999},,
701-S-Petty-St-Gaffney-SC-29340,5e6acde0f9e27436a4df7de2,209900,4,3,2541,29340,35.0645952,-81.6539987},,
810-Anthony-St-Gaffney-SC-29340,5e6ace0ef9e27436a4df7de3,187900,5,4,2984,29340,35.064772,-81.630556},,
311-York-Dr-Gaffney-SC-29340,5e6ace36f9e27436a4df7de4,144900,3,2,1718,29340,35.0385159,-81.64993319999999},,
105-Claiborne-St-Gaffney-SC-29340,5e6ace5cf9e27436a4df7de5,235000,4,4,3069,29340,35.0495403,-81.6646119},,
129-Crestmont-Dr-Gaffney-SC-29340,5e6ace87f9e27436a4df7de6,72000,3,1,1025,29340,35.08906,-81.621161},,
211-Indian-Hill-St-Gaffney-SC-29340,5e6acea3f9e27436a4df7de7,149900,3,2,1940,29340,35.0592396,-81.6426147},,
507-Oak-St-Gaffney-SC-29340,5e6aceb7f9e27436a4df7de8,14900,2,1,900,29340,35.074238,-81.6403502},,
1100-Clary-St-Gaffney-SC-29340,5e6acee0f9e27436a4df7de9,129900,4,2,1480,29340,35.0641305,-81.63799209999999},,
102-Victoria-Ln-Gaffney-SC-29340,5e6acefdf9e27436a4df7dea,139900,2,1,1500,29340,35.0597224,-81.64775050000001},,
